egoid,init_ser_cat,init_cas_cat,init_pers_cat
438,0,0,0
439,0,0,0
440,0,0,0
441,0,1,1
442,1+,1,2
443,1+,0,1
444,0,1,1
445,0,1,1
446,0,0,0
447,0,0,0
448,0,2+,3+
449,1+,0,1
450,0,1,1
451,1+,0,1
452,1+,0,1
453,1+,0,1
454,1+,0,1
455,0,0,0
456,0,0,0
457,0,2+,3+
458,0,1,1
459,1+,1,2
460,0,0,0
461,0,0,0
462,0,0,0
463,0,2+,3+
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,1+,0,1
469,1+,0,1
470,0,0,0
471,0,0,0
472,0,2+,2
473,0,0,0
474,1+,0,1
475,0,1,1
476,0,0,0
477,0,0,0
478,0,1,1
479,0,1,1
480,1+,2+,3+
481,0,1,1
482,1+,0,1
483,0,0,0
484,0,0,0
485,0,1,1
486,1+,2+,3+
487,0,0,0
488,0,0,0
489,0,1,1
490,0,1,1
491,0,0,0
492,0,1,1
493,0,0,0
494,0,1,1
495,1+,1,2
496,1+,1,2
497,0,0,0
498,0,0,0
499,1+,0,1
500,0,0,0
501,1+,0,1
502,0,0,0
503,0,1,1
504,0,2+,3+
505,1+,2+,3+
506,0,1,1
507,1+,0,1
508,0,0,0
509,0,0,0
510,0,0,0
511,1+,1,2
512,0,2+,3+
513,0,1,1
514,0,0,0
515,1+,0,1
516,1+,0,1
517,0,2+,2
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,1+,0,1
523,1+,1,2
524,1+,0,1
525,0,1,1
526,0,0,0
527,0,2+,3+
528,0,0,0
529,0,0,0
530,0,0,0
531,0,2+,3+
532,0,2+,3+
533,1+,1,2
534,0,0,0
535,0,0,0
536,0,2+,3+
537,0,2+,2
538,0,0,0
539,1+,1,2
540,1+,0,1
541,0,0,0
542,0,2+,3+
543,1+,0,1
544,0,0,0
545,0,0,0
546,0,0,0
547,0,0,0
548,0,0,0
549,1+,0,1
550,1+,2+,3+
551,0,2+,3+
552,0,0,0
553,0,1,1
554,1+,2+,3+
555,1+,0,1
556,1+,0,1
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,1,1
562,0,1,1
563,0,2+,2
564,1+,1,2
565,0,0,0
566,1+,0,1
567,0,0,0
568,0,0,0
569,0,2+,2
570,0,2+,2
571,0,2+,2
572,0,0,0
573,0,0,0
574,0,2+,2
575,0,0,0
576,1+,0,1
577,0,2+,3+
578,0,1,1
579,0,1,1
580,0,0,0
581,1+,0,1
582,0,0,0
583,0,0,0
584,0,2+,2
585,0,0,0
586,1+,0,1
587,1+,0,1
588,0,1,1
589,0,1,1
590,0,0,0
591,0,2+,2
592,0,1,1
593,1+,0,1
594,0,0,0
595,1+,1,2
596,0,2+,2
597,0,0,0
598,0,0,0
599,0,0,0
600,1+,0,1
601,0,0,0
602,1+,0,1
603,0,0,0
604,0,2+,2
605,0,0,0
606,0,0,0
607,0,1,1
608,0,0,0
609,0,0,0
610,0,1,1
611,0,0,0
612,0,0,0
613,1+,0,1
614,0,2+,3+
615,0,1,1
616,0,0,0
617,1+,0,1
618,0,1,1
619,0,1,1
620,0,1,1
621,0,1,1
622,0,0,0
623,0,0,0
624,1+,1,2
625,0,0,0
626,1+,0,1
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,1+,1,2
632,0,0,0
633,0,2+,2
634,0,0,0
635,0,0,0
636,1+,0,1
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
641,0,2+,3+
642,1+,0,1
643,0,0,0
644,0,0,0
645,1+,0,1
646,0,0,0
647,1+,1,2
648,1+,1,2
649,0,0,0
650,0,1,1
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,1+,0,1
660,0,0,0
661,0,0,0
662,0,1,1
663,0,0,0
664,0,1,1
665,0,0,0
666,0,0,0
667,0,2+,3+
668,0,2+,2
669,0,0,0
670,0,1,1
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,1+,1,2
676,0,1,1
677,0,1,1
678,1+,0,1
679,1+,0,1
680,1+,0,1
681,1+,0,1
682,1+,0,1
683,0,0,0
684,0,0,0
685,1+,0,1
686,1+,0,1
687,1+,0,1
688,0,1,1
689,0,1,1
690,0,1,1
691,0,0,0
692,1+,0,1
693,0,1,1
694,0,0,0
695,0,0,0
696,0,1,1
697,0,0,0
698,0,0,0
699,1+,0,1
700,1+,0,1
701,0,0,0
702,0,1,1
703,1+,0,1
704,0,0,0
705,1+,0,1
706,0,0,0
707,0,1,1
708,0,0,0
709,0,0,0
710,1+,0,1
711,0,0,0
712,0,1,1
713,1+,0,1
714,0,0,0
715,0,0,0
716,0,0,0
717,0,1,1
718,0,0,0
719,0,0,0
720,0,0,0
721,0,1,1
722,1+,0,1
723,1+,0,1
724,0,1,1
725,0,0,0
726,0,1,1
727,0,1,1
728,0,0,0
729,0,1,1
730,1+,0,1
731,1+,0,1
732,0,1,1
733,0,1,1
734,0,0,0
735,0,1,1
736,0,0,0
737,0,0,0
738,1+,0,1
739,0,0,0
740,0,0,0
741,0,0,0
742,1+,0,1
743,1+,0,1
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,1+,0,1
751,0,0,0
752,0,0,0
753,1+,0,1
754,1+,0,1
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,1,1
763,0,0,0
764,1+,0,1
765,0,2+,2
766,1+,0,1
767,0,1,1
768,1+,0,1
769,0,0,0
770,0,0,0
771,0,0,0
772,0,1,1
773,0,2+,2
774,0,0,0
775,0,0,0
776,1+,0,1
777,0,0,0
778,0,0,0
779,0,2+,3+
780,1+,0,1
781,0,0,0
782,0,1,1
783,1+,0,1
784,0,1,1
785,0,0,0
786,0,0,0
787,0,0,0
788,0,1,1
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,1+,0,1
796,1+,0,1
797,0,1,1
798,1+,0,1
799,1+,0,1
800,0,1,1
801,1+,0,1
802,0,0,0
803,0,0,0
804,1+,0,1
805,0,2+,3+
806,0,0,0
807,1+,0,1
808,0,0,0
809,0,0,0
810,0,1,1
811,1+,0,1
812,1+,0,1
813,0,1,1
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,1,1
819,0,0,0
820,0,1,1
821,0,0,0
822,0,0,0
823,0,0,0
824,1+,0,1
825,1+,0,1
826,0,0,0
827,0,2+,2
828,0,0,0
829,0,1,1
830,0,0,0
831,0,0,0
832,1+,0,1
833,0,0,0
834,0,1,1
835,1+,0,1
836,0,0,0
837,1+,0,1
838,0,0,0
839,0,1,1
840,0,0,0
841,0,0,0
842,0,0,0
843,0,0,0
844,0,2+,3+
845,1+,0,1
846,0,0,0
847,1+,0,1
848,1+,0,1
849,1+,0,1
850,0,0,0
851,1+,0,1
852,0,0,0
853,0,0,0
854,0,1,1
855,0,0,0
856,0,0,0
857,1+,0,1
858,0,1,1
859,0,2+,3+
860,0,1,1
861,0,0,0
862,1+,0,1
863,0,0,0
864,0,1,1
865,0,0,0
866,0,0,0
867,1+,0,1
868,1+,0,1
869,0,0,0
870,0,1,1
871,1+,0,1
872,0,0,0
873,0,0,0
874,0,0,0
875,0,0,0
876,0,0,0
877,0,0,0
878,0,0,0
879,1+,0,1
880,0,1,1
881,0,1,1
882,0,0,0
883,1+,0,1
884,0,0,0
885,0,0,0
886,0,0,0
887,0,0,0
888,1+,0,1
889,0,0,0
890,1+,0,1
891,1+,0,1
892,0,2+,3+
893,1+,0,1
894,0,0,0
895,1+,0,1
896,0,0,0
897,1+,0,1
898,0,0,0
899,0,0,0
900,1+,0,1
901,0,0,0
902,0,0,0
903,1+,0,1
904,0,1,1
905,1+,0,1
906,1+,0,1
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,1+,0,1
915,0,1,1
916,1+,0,1
917,0,2+,2
918,0,0,0
919,0,0,0
920,0,1,1
921,0,1,1
922,0,0,0
923,0,0,0
924,0,0,0
925,0,0,0
926,0,0,0
927,1+,0,1
928,1+,0,1
929,0,1,1
930,1+,0,1
931,0,1,1
932,1+,0,1
933,0,0,0
934,0,0,0
935,0,1,1
936,0,0,0
937,0,1,1
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,1+,0,1
943,0,1,1
944,1+,0,1
945,1+,0,1
946,1+,0,1
947,0,1,1
948,0,0,0
949,0,1,1
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,1,1
955,1+,0,1
956,1+,0,1
957,0,1,1
958,1+,0,1
959,1+,0,1
960,0,0,0
961,1+,0,1
962,0,0,0
963,0,1,1
964,1+,0,1
965,0,0,0
966,0,0,0
967,0,0,0
968,0,0,0
969,0,0,0
970,1+,0,1
971,0,0,0
972,0,0,0
973,0,0,0
974,0,1,1
975,0,1,1
976,0,1,1
977,0,0,0
978,0,1,1
979,0,1,1
980,0,0,0
981,0,1,1
982,0,0,0
983,0,0,0
984,0,2+,3+
985,0,0,0
986,0,1,1
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,1,1
994,0,1,1
995,0,0,0
996,0,0,0
997,0,0,0
998,1+,0,1
999,0,1,1
1000,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,1+,0,1
1005,1+,0,1
1006,0,0,0
1007,0,0,0
1008,1+,0,1
1009,0,0,0
1010,0,0,0
1011,0,0,0
1012,1+,0,1
1013,0,0,0
1014,0,1,1
1015,1+,0,1
1016,1+,0,1
1017,0,2+,3+
1018,1+,0,1
1019,0,0,0
1020,1+,0,1
1021,1+,0,1
1022,0,0,0
1023,1+,0,1
1024,0,2+,3+
1025,0,1,1
1026,0,0,0
1027,0,0,0
1028,0,0,0
1029,0,1,1
1030,0,0,0
1031,1+,0,1
1032,0,0,0
1033,1+,0,1
1034,1+,0,1
1035,0,1,1
1036,0,0,0
1037,0,0,0
1038,0,0,0
1039,0,0,0
1040,0,0,0
1041,0,1,1
1042,1+,0,1
1043,0,0,0
1044,1+,0,1
1045,0,0,0
1046,1+,0,1
1047,0,1,1
1048,0,1,1
1049,0,0,0
1050,0,1,1
1051,1+,0,1
1052,0,1,1
1053,0,1,1
1054,0,1,1
1055,0,0,0
1056,0,0,0
1057,0,1,1
1058,1+,0,1
1059,0,2+,2
1060,1+,0,1
1061,1+,0,1
1062,0,0,0
1063,0,0,0
1064,0,0,0
1065,0,0,0
1066,1+,0,1
1067,0,0,0
1068,1+,0,1
1069,1+,0,1
1070,0,1,1
1071,0,0,0
1072,0,0,0
1073,0,0,0
1074,0,0,0
1075,0,1,1
1076,0,0,0
1077,0,1,1
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,0,0,0
1082,0,0,0
1083,0,0,0
1084,0,0,0
1085,0,1,1
1086,0,0,0
1087,0,0,0
1088,0,0,0
1089,0,1,1
1090,0,0,0
1091,0,0,0
1092,0,1,1
1093,0,1,1
1094,0,0,0
1095,0,0,0
1096,0,0,0
1097,1+,0,1
1098,0,0,0
1099,0,1,1
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,1,1
1104,1+,0,1
1105,0,0,0
1106,0,1,1
1107,0,0,0
1108,0,0,0
1109,1+,0,1
1110,0,0,0
1111,1+,0,1
1112,0,0,0
1113,0,0,0
1114,0,0,0
1115,0,1,1
1116,0,1,1
1117,0,1,1
1118,0,0,0
1119,0,0,0
1120,0,1,1
1121,0,0,0
1122,0,0,0
1123,0,1,1
1124,0,0,0
1125,1+,0,1
1126,0,0,0
1127,0,0,0
1128,0,0,0
1129,0,0,0
1130,0,0,0
1131,1+,0,1
1132,1+,0,1
1133,0,0,0
1134,0,0,0
1135,0,0,0
1136,0,0,0
1137,0,1,1
1138,0,1,1
1139,0,0,0
1140,1+,0,1
1141,1+,0,1
1142,0,2+,3+
1143,1+,0,1
1144,0,1,1
1145,0,2+,3+
1146,0,1,1
1147,0,0,0
1148,0,0,0
1149,0,0,0
1150,0,0,0
1151,0,1,1
1152,0,0,0
1153,1+,0,1
1154,0,0,0
1155,0,0,0
1156,0,0,0
1157,0,0,0
1158,1+,0,1
1159,0,0,0
1160,0,0,0
1161,0,1,1
1162,0,0,0
1163,1+,0,1
1164,0,1,1
1165,1+,0,1
1166,1+,0,1
1167,0,0,0
1168,0,0,0
1169,0,0,0
1170,0,1,1
1171,1+,0,1
1172,0,1,1
1173,0,2+,2
1174,0,0,0
1175,1+,0,1
1176,0,0,0
1177,1+,0,1
1178,0,0,0
1179,1+,0,1
1180,1+,0,1
1181,0,0,0
1182,0,0,0
1183,0,0,0
1184,0,2+,2
1185,0,0,0
1186,0,0,0
1187,0,0,0
1188,0,1,1
1189,1+,0,1
1190,0,0,0
1191,0,0,0
1192,1+,0,1
1193,0,1,1
1194,0,1,1
1195,1+,0,1
1196,0,0,0
1197,0,0,0
1198,1+,0,1
1199,0,0,0
1200,0,0,0
1201,1+,0,1
1202,0,1,1
1203,0,0,0
1204,0,1,1
1205,1+,0,1
1206,0,0,0
1207,0,0,0
1208,0,0,0
1209,0,0,0
1210,0,1,1
1211,1+,0,1
1212,0,1,1
1213,0,0,0
1214,0,0,0
1215,0,1,1
1216,0,0,0
1217,1+,0,1
1218,0,0,0
1219,0,0,0
1220,1+,0,1
1221,1+,0,1
1222,0,0,0
1223,0,1,1
1224,0,0,0
1225,0,0,0
1226,0,0,0
1227,0,0,0
1228,0,0,0
1229,1+,0,1
1230,0,0,0
1231,0,0,0
1232,0,0,0
1233,0,1,1
1234,0,0,0
1235,1+,0,1
1236,0,0,0
1237,0,0,0
1238,0,0,0
1239,0,1,1
1240,0,0,0
1241,0,0,0
1242,0,0,0
1243,1+,0,1
1244,0,0,0
1245,1+,0,1
1246,1+,0,1
1247,0,0,0
1248,0,2+,3+
1249,0,1,1
1250,0,0,0
1251,1+,0,1
1252,0,0,0
1253,0,0,0
1254,0,2+,3+
1255,0,0,0
1256,1+,0,1
1257,0,0,0
1258,0,1,1
1259,1+,0,1
1260,0,0,0
1261,0,0,0
1262,0,0,0
1263,0,0,0
1264,1+,0,1
1265,0,2+,2
1266,1+,0,1
1267,0,0,0
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,0,1,1
1272,0,0,0
1273,0,0,0
1274,0,0,0
1275,0,0,0
1276,0,1,1
1277,0,1,1
1278,0,1,1
1279,0,0,0
1280,0,0,0
1281,1+,0,1
1282,0,0,0
1283,0,0,0
1284,1+,0,1
1285,0,0,0
1286,1+,0,1
1287,1+,0,1
1288,0,0,0
1289,0,0,0
1290,0,0,0
1291,0,0,0
1292,0,0,0
1293,1+,0,1
1294,0,0,0
1295,0,0,0
1296,0,0,0
1297,0,0,0
1298,1+,0,1
1299,0,0,0
1300,0,1,1
1301,0,0,0
1302,1+,0,1
1303,0,0,0
1304,1+,0,1
1305,1+,0,1
1306,0,0,0
1307,0,0,0
1308,0,0,0
1309,0,0,0
1310,1+,0,1
1311,0,0,0
1312,1+,0,1
1313,1+,0,1
1314,1+,0,1
1315,0,0,0
1316,0,2+,3+
1317,0,0,0
1318,0,0,0
1319,1+,0,1
1320,0,0,0
1321,0,0,0
1322,1+,0,1
1323,0,0,0
1324,0,0,0
1325,0,0,0
1326,1+,0,1
1327,0,0,0
1328,0,0,0
1329,1+,0,1
1330,0,0,0
1331,0,1,1
1332,1+,0,1
1333,0,1,1
1334,0,1,1
1335,0,0,0
1336,1+,0,1
1337,0,2+,2
1338,0,0,0
1339,0,0,0
1340,0,2+,2
1341,0,1,1
1342,0,0,0
1343,0,0,0
1344,0,0,0
1345,0,0,0
1346,0,0,0
1347,0,0,0
1348,1+,0,1
1349,1+,0,1
1350,0,1,1
1351,0,1,1
1352,0,1,1
1353,0,0,0
1354,1+,0,1
1355,0,0,0
1356,0,0,0
1357,1+,0,1
1358,0,1,1
1359,1+,0,1
1360,0,1,1
1361,0,1,1
1362,0,0,0
1363,1+,0,1
1364,1+,0,1
1365,0,0,0
1366,0,0,0
1367,0,0,0
1368,0,0,0
1369,1+,0,1
1370,0,0,0
1371,1+,0,1
1372,1+,0,1
1373,0,0,0
1374,0,0,0
1375,0,0,0
1376,0,0,0
1377,0,0,0
1378,0,2+,2
1379,0,0,0
1380,0,0,0
1381,0,2+,3+
1382,1+,0,1
1383,0,0,0
1384,0,0,0
1385,0,2+,3+
1386,0,0,0
1387,0,0,0
1388,0,2+,3+
1389,0,0,0
1390,0,1,1
1391,0,0,0
1392,0,0,0
1393,1+,0,1
1394,0,0,0
1395,0,0,0
1396,0,0,0
1397,1+,0,1
1398,1+,0,1
1399,1+,0,1
1400,0,0,0
1401,0,1,1
1402,1+,0,1
1403,1+,0,1
1404,0,0,0
1405,0,0,0
1406,0,0,0
1407,1+,0,1
1408,0,1,1
1409,1+,0,1
1410,0,0,0
1411,1+,0,1
1412,0,1,1
1413,0,0,0
1414,1+,0,1
1415,1+,0,1
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,1+,0,1
1423,0,2+,3+
1424,0,0,0
1425,0,0,0
1426,0,0,0
1427,0,1,1
1428,0,0,0
1429,1+,0,1
1430,0,0,0
1431,1+,0,1
1432,0,2+,2
1433,0,0,0
1434,1+,0,1
1435,0,0,0
1436,1+,0,1
1437,1+,0,1
1438,0,1,1
1439,0,0,0
1440,1+,0,1
1441,0,0,0
1442,1+,0,1
1443,0,0,0
1444,1+,0,1
1445,1+,0,1
1446,0,0,0
1447,0,0,0
1448,0,0,0
1449,0,1,1
1450,0,0,0
1451,0,0,0
1452,0,0,0
1453,0,0,0
1454,0,0,0
1455,0,1,1
1456,0,0,0
1457,1+,0,1
1458,0,0,0
1459,0,0,0
1460,0,0,0
1461,0,0,0
1462,1+,0,1
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,1,1
1467,0,1,1
1468,1+,0,1
1469,0,1,1
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1474,0,2+,2
1475,1+,0,1
1476,0,0,0
1477,0,1,1
1478,0,1,1
1479,0,2+,3+
1480,0,1,1
1481,0,1,1
1482,0,1,1
1483,0,0,0
1484,0,0,0
1485,0,0,0
1486,0,1,1
1487,0,0,0
1488,1+,0,1
1489,0,0,0
1490,0,1,1
1491,0,0,0
1492,0,0,0
1493,0,0,0
1494,0,1,1
1495,0,0,0
1496,0,0,0
1497,0,0,0
1498,0,0,0
1499,0,2+,2
1500,0,1,1
1501,0,0,0
1502,0,0,0
1503,1+,0,1
1504,0,2+,3+
1505,0,1,1
1506,1+,0,1
1507,0,2+,3+
1508,1+,0,1
1509,0,1,1
1510,1+,0,1
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,1+,0,1
1516,1+,0,1
1517,0,0,0
1518,0,1,1
1519,1+,0,1
1520,0,0,0
1521,0,0,0
1522,0,0,0
1523,0,0,0
1524,1+,0,1
1525,0,1,1
1526,0,2+,2
1527,1+,0,1
1528,1+,0,1
1529,1+,0,1
1530,1+,0,1
1531,1+,0,1
1532,1+,0,1
1533,1+,0,1
1534,0,0,0
1535,0,1,1
1536,1+,0,1
1537,0,0,0
1538,0,1,1
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,0
1545,1+,0,1
1546,0,0,0
1547,0,0,0
1548,0,0,0
1549,0,0,0
1550,0,0,0
1551,0,2+,2
1552,0,2+,2
1553,0,1,1
1554,1+,0,1
1555,0,0,0
1556,0,0,0
1557,0,0,0
1558,0,1,1
1559,0,0,0
1560,0,0,0
1561,0,1,1
1562,0,1,1
1563,1+,0,1
1564,0,2+,3+
1565,0,0,0
1566,1+,0,1
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,1,1
1573,0,0,0
1574,0,0,0
1575,0,0,0
1576,0,0,0
1577,0,0,0
1578,0,2+,3+
1579,0,0,0
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,1+,0,1
1584,0,0,0
1585,0,0,0
1586,0,2+,3+
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,0,0,0
1591,0,0,0
1592,0,1,1
1593,0,0,0
1594,0,1,1
1595,1+,0,1
